外邦図_地図記号,外邦図_画像X(px),外邦図_画像Y(py),外邦図_緯度,外邦図_経度,現存結果,正解データ_種別,正解データ_固有名,正解データ_緯度,正解データ_経度,距離差_メートル
shrine,4940.101211547852,2753.136001586914,33.25689797295657,130.42381645106,True,神社,名称不明,33.256384918563725,130.42307853698733,89.23
shrine,1735.3895874023438,3354.5677642822266,33.233965899553446,130.27782181374312,True,神社,名称不明,33.234126607755805,130.27710735797882,68.81
shrine,6622.266227722168,3978.254791259766,33.21016815833577,130.49996931928885,True,神社,名称不明,33.20959047669574,130.50059437751773,86.65
shrine,4986.089782714844,4334.246444702148,33.19662218859608,130.4256205567395,True,神社,名称不明,33.195719526677095,130.42385771870616,192.3
shrine,5239.158241271973,3664.229871749878,33.22214201555938,130.4372853771196,False,神社,名称不明,33.22044354287345,130.43266877532008,469.14
shrine,2406.694808959961,4565.278762817383,33.1878325952862,130.30812947708637,False,神社,名称不明,33.19243914821827,130.3122805058956,641.55
shrine,4127.42195892334,1139.403839111328,33.318606603151814,130.3867620633786,True,神社,名称不明,33.31897836076072,130.3872415423393,60.78
shrine,5642.518844604492,4062.75619506836,33.20695627585263,130.4555079714,True,神社,名称不明,33.20751463098084,130.45381397008896,169.39
shrine,5309.647636413574,2247.7850036621094,33.27619528962837,130.44060600083188,False,神社,名称不明,33.27052432867481,130.44421166181564,714.14
shrine,5425.6041259765625,4771.161956787109,33.17999525200817,130.4454355618982,False,神社,名称不明,33.178390376780406,130.4434311389923,258.16
shrine,6565.859928131104,3277.555288553238,33.236872830186655,130.49754185357563,True,神社,名称不明,33.23636559369673,130.49709945917132,69.81
shrine,5269.376831054688,3138.9349212646484,33.24217182672069,130.43873961948273,True,神社,名称不明,33.2422297600712,130.4387989640236,8.48
shrine,2583.8962631225586,3351.9119567871094,33.23406425696928,130.3165258845603,False,神社,名称不明,33.23385850890244,130.31207397580144,414.69
shrine,3796.647994995117,2663.178100585937,33.260342686289555,130.37183251385255,True,神社,名称不明,33.26023145946462,130.371602922678,24.67
shrine,3997.480407714844,4246.690835952759,33.19995896105207,130.38069764198764,True,神社,名称不明,33.19996823654917,130.3810121119022,29.28
shrine,5000.661017417908,4655.702133178711,33.18438864311927,130.42617574281215,True,神社,名称不明,33.18391385430607,130.4264581203461,58.97
shrine,4134.020797729492,3937.7465591430655,33.21172541843767,130.38699386168477,True,神社,風浪宮,33.211223066712,130.38674935698506,60.31
shrine,2466.465362548828,2750.730159759521,33.257008755528474,130.31124201195362,True,神社,名称不明,33.2566103327749,130.31122505664823,44.33
shrine,4361.086166381836,4373.297073364258,33.19513774694709,130.39719832186873,True,神社,名称不明,33.195315518174944,130.3978657722473,65.18
shrine,5793.651520729065,4714.06103515625,33.18216600754054,130.46216489139405,True,神社,名称不明,33.181459143106785,130.4624010622501,81.61
shrine,1702.1229248046875,1895.9022521972656,33.28968252079789,130.27637981538322,True,神社,名称不明,33.28934977268969,130.2761323750019,43.57
shrine,5046.698883056641,4795.041107177734,33.17908799136992,130.42821604517053,True,神社,名称不明,33.178381397057734,130.4284952580929,82.76
shrine,4905.890449523926,3248.289093017578,33.23800330897319,130.42221576689158,True,神社,名称不明,33.23793823391194,130.42203783988955,18.06
shrine,1293.7083129882812,2402.1011352539062,33.27033307154911,130.25774717851138,True,神社,名称不明,33.270098239845424,130.2580060064793,35.51
