名称,種別,緯度,経度,annoCtg,ftCode,source_layer
名称不明,寺,33.321472916606226,130.28756260871887,,3232,symbol
名称不明,寺,33.30775757999593,130.29054120182988,,3232,symbol
名称不明,寺,33.28861100297379,130.28950452804563,,3232,symbol
名称不明,寺,33.28434978273683,130.29151886701584,,3232,symbol
名称不明,寺,33.26524965105627,130.2870100736618,,3232,symbol
名称不明,寺,33.260395186019096,130.28876826167107,,3232,symbol
名称不明,寺,33.25745815415277,130.28981566429138,,3232,symbol
名称不明,寺,33.25835643211233,130.29108971357346,,3232,symbol
名称不明,寺,33.25283765218051,130.28892114758492,,3232,symbol
名称不明,寺,33.2537673796163,130.29069676995275,,3232,symbol
名称不明,寺,33.25349149048059,130.289658755064,,3232,symbol
名称不明,寺,33.25299242052199,130.2912077307701,,3232,symbol
名称不明,寺,33.25215464948635,130.28751969337463,,3232,symbol
名称不明,寺,33.25016056509896,130.28723672032356,,3232,symbol
名称不明,寺,33.2520626848406,130.2899082005024,,3232,symbol
名称不明,寺,33.24729833520387,130.29094889760017,,3232,symbol
名称不明,寺,33.24633264793544,130.2922162413597,,3232,symbol
名称不明,寺,33.245503785894044,130.2919815480709,,3232,symbol
名称不明,寺,33.23603244160381,130.29056668281552,,3232,symbol
名称不明,寺,33.21484270750717,130.28836727142334,,3232,symbol
名称不明,寺,33.308276511314155,130.29739558696744,,3232,symbol
名称不明,寺,33.28511325264869,130.29580101370811,,3232,symbol
名称不明,寺,33.28391367137598,130.2952471375465,,3232,symbol
名称不明,寺,33.28426682084629,130.2959954738617,,3232,symbol
名称不明,寺,33.28287775801961,130.29763966798782,,3232,symbol
名称不明,寺,33.26918550572461,130.29437273740766,,3232,symbol
名称不明,寺,33.26800028268462,130.29558509588242,,3232,symbol
名称不明,寺,33.26812138473589,130.2961939573288,,3232,symbol
名称不明,寺,33.25937132930585,130.2962127327919,,3232,symbol
名称不明,寺,33.24788379894477,130.29326766729355,,3232,symbol
名称不明,寺,33.249793819090726,130.29504328966138,,3232,symbol
名称不明,寺,33.24823597256262,130.2947764098644,,3232,symbol
名称不明,寺,33.25058002194941,130.29299944639203,,3232,symbol
名称不明,寺,33.24690578069078,130.29459938406941,,3232,symbol
名称不明,寺,33.24038350987007,130.2976356446743,,3232,symbol
名称不明,寺,33.23844187661699,130.29569640755653,,3232,symbol
名称不明,寺,33.23398414528753,130.29552474617955,,3232,symbol
名称不明,寺,33.224536234294916,130.29384836554524,,3232,symbol
名称不明,寺,33.22358488012451,130.29382556676862,,3232,symbol
名称不明,寺,33.21869444228266,130.29395297169683,,3232,symbol
名称不明,寺,33.20710843270885,130.29327169060707,,3232,symbol
名称不明,寺,33.20204201689132,130.2945953607559,,3232,symbol
名称不明,寺,33.33369700088559,130.3001233935356,,3232,symbol
名称不明,寺,33.32668928846498,130.30028030276296,,3232,symbol
名称不明,寺,33.30736978049348,130.30308589339256,,3232,symbol
名称不明,寺,33.28431614954748,130.29854491353032,,3232,symbol
名称不明,寺,33.25947113623841,130.29997318983075,,3232,symbol
名称不明,寺,33.25948459334419,130.30045196413994,,3232,symbol
名称不明,寺,33.25938030072018,130.30195668339726,,3232,symbol
名称不明,寺,33.25993540518981,130.30300676822662,,3232,symbol
名称不明,寺,33.25711274643641,130.30151680111882,,3232,symbol
名称不明,寺,33.257026394293966,130.29874339699742,,3232,symbol
名称不明,寺,33.25692882748484,130.299928933382,,3232,symbol
名称不明,寺,33.25455915416843,130.2990263700485,,3232,symbol
名称不明,寺,33.25684135370129,130.30199825763702,,3232,symbol
名称不明,寺,33.25572325159982,130.3032803535461,,3232,symbol
名称不明,寺,33.250708998918505,130.30324682593343,,3232,symbol
名称不明,寺,33.241866345738345,130.30287802219388,,3232,symbol
名称不明,寺,33.23285004602196,130.30002683401105,,3232,symbol
名称不明,寺,33.22636038210174,130.2995292842388,,3232,symbol
名称不明,寺,33.21906692846904,130.29897674918172,,3232,symbol
名称不明,寺,33.218264734862835,130.29959633946416,,3232,symbol
名称不明,寺,33.212468527277046,130.2988627552986,,3232,symbol
名称不明,寺,33.21037591899275,130.30170053243634,,3232,symbol
名称不明,寺,33.32426659991736,130.30579358339307,,3232,symbol
名称不明,寺,33.32293980761783,130.30467376112935,,3232,symbol
名称不明,寺,33.28953138128273,130.30485212802884,,3232,symbol
名称不明,寺,33.27176109579053,130.3076376020908,,3232,symbol
名称不明,寺,33.260380607639696,130.3055481612682,,3232,symbol
名称不明,寺,33.26056451932451,130.30649095773694,,3232,symbol
名称不明,寺,33.255954274871826,130.30393883585927,,3232,symbol
名称不明,寺,33.255626804810355,130.30458793044087,,3232,symbol
名称不明,寺,33.25610455181793,130.30566081404683,,3232,symbol
名称不明,寺,33.253423078812155,130.30441895127294,,3232,symbol
名称不明,寺,33.25635463899852,130.30864879488942,,3232,symbol
名称不明,寺,33.25535316450265,130.30847847461698,,3232,symbol
名称不明,寺,33.254328127207565,130.30701398849484,,3232,symbol
名称不明,寺,33.24202674175669,130.30445516109464,,3232,symbol
名称不明,寺,33.23761518316626,130.30590221285817,,3232,symbol
名称不明,寺,33.223470447675766,130.30376985669133,,3232,symbol
名称不明,寺,33.219975698354034,130.3077784180641,,3232,symbol
名称不明,寺,33.197117830603325,130.30637964606282,,3232,symbol
名称不明,寺,33.28894395459113,130.31332120299336,,3232,symbol
名称不明,寺,33.26959702216643,130.31378790736196,,3232,symbol
名称不明,寺,33.26680270891401,130.3119613230228,,3232,symbol
名称不明,寺,33.25859754135317,130.3092375397682,,3232,symbol
名称不明,寺,33.25618754046843,130.30982092022893,,3232,symbol
名称不明,寺,33.25538232293688,130.3101199865341,,3232,symbol
名称不明,寺,33.254829432507506,130.30981957912442,,3232,symbol
名称不明,寺,33.252520264072,130.3101763129234,,3232,symbol
名称不明,寺,33.25373597764478,130.31155899167058,,3232,symbol
名称不明,寺,33.25277036151175,130.31145840883252,,3232,symbol
名称不明,寺,33.2553632578079,130.3126814961433,,3232,symbol
名称不明,寺,33.25516812036621,130.31311869621274,,3232,symbol
名称不明,寺,33.24912537286593,130.31055316329,,3232,symbol
名称不明,寺,33.252520264072025,130.3101763129234,,3232,symbol
名称不明,寺,33.25180249166001,130.31180977821347,,3232,symbol
名称不明,寺,33.24503383220569,130.3110560774803,,3232,symbol
名称不明,寺,33.24695625208412,130.31266674399373,,3232,symbol
名称不明,寺,33.247136827274836,130.3143163025379,,3232,symbol
名称不明,寺,33.2373818679965,130.3110574185848,,3232,symbol
名称不明,寺,33.215195014208,130.31107887625691,,3232,symbol
名称不明,寺,33.290920338207144,130.3146220743656,,3232,symbol
名称不明,寺,33.281756625814985,130.31519204378125,,3232,symbol
名称不明,寺,33.26434807989071,130.31591624021527,,3232,symbol
名称不明,寺,33.25020094071225,130.31445443630216,,3232,symbol
名称不明,寺,33.24742956017647,130.31730294227597,,3232,symbol
名称不明,寺,33.24373387554851,130.31887739896771,,3232,symbol
名称不明,寺,33.23422532177092,130.31671956181523,,3232,symbol
名称不明,寺,33.23026096904283,130.31767308712003,,3232,symbol
名称不明,寺,33.22598343954771,130.31521484255788,,3232,symbol
名称不明,寺,33.22508819447167,130.31949296593663,,3232,symbol
名称不明,寺,33.22477631496239,130.31679332256314,,3232,symbol
名称不明,寺,33.21208591470129,130.31879559159276,,3232,symbol
名称不明,寺,33.20995290308861,130.31679734587667,,3232,symbol
名称不明,寺,33.207468625193854,130.31791314482686,,3232,symbol
名称不明,寺,33.20478790478116,130.31787157058713,,3232,symbol
名称不明,寺,33.20420439678417,130.31940579414365,,3232,symbol
名称不明,寺,33.20252903394018,130.31931996345517,,3232,symbol
名称不明,寺,33.200601148744575,130.3179024159908,,3232,symbol
名称不明,寺,33.184165270317486,130.31562119722363,,3232,symbol
名称不明,寺,33.33152101748923,130.32097756862638,,3232,symbol
名称不明,寺,33.28942600350315,130.32504245638845,,3232,symbol
名称不明,寺,33.28225665255734,130.32160788774488,,3232,symbol
名称不明,寺,33.26690699267597,130.32340094447133,,3232,symbol
名称不明,寺,33.25529596908414,130.32322525978086,,3232,symbol
名称不明,寺,33.245461164900014,130.32047331333158,,3232,symbol
名称不明,寺,33.244898117185855,130.32111704349515,,3232,symbol
名称不明,寺,33.23344682412577,130.32529324293134,,3232,symbol
名称不明,寺,33.22695271711898,130.32236427068707,,3232,symbol
名称不明,寺,33.21529262759711,130.32196462154386,,3232,symbol
名称不明,寺,33.207770467599026,130.32421767711637,,3232,symbol
名称不明,寺,33.20282640476922,130.32095879316327,,3232,symbol
名称不明,寺,33.20610190566401,130.32331645488736,,3232,symbol
名称不明,寺,33.20482269071198,130.32421767711637,,3232,symbol
名称不明,寺,33.18771756675335,130.3220263123512,,3232,symbol
名称不明,寺,33.32665791272559,130.329724252224,,3232,symbol
名称不明,寺,33.32493671199896,130.32637014985087,,3232,symbol
名称不明,寺,33.316156490506906,130.32605901360515,,3232,symbol
名称不明,寺,33.30826866572326,130.32724320888522,,3232,symbol
名称不明,寺,33.243057531522794,130.32547160983088,,3232,symbol
名称不明,寺,33.23344682412577,130.3252932429314,,3232,symbol
名称不明,寺,33.22971577235301,130.32730355858806,,3232,symbol
名称不明,寺,33.22830116180018,130.3267523646355,,3232,symbol
名称不明,寺,33.21755790083479,130.32636478543284,,3232,symbol
名称不明,寺,33.30584210266926,130.3360663354397,,3232,symbol
名称不明,寺,33.258944064631535,130.33201619982722,,3232,symbol
名称不明,寺,33.253036159351424,130.33445701003077,,3232,symbol
名称不明,寺,33.22823833954795,130.33298850059512,,3232,symbol
名称不明,寺,33.207421497289445,130.3355620801449,,3232,symbol
名称不明,寺,33.206678668396535,130.33567339181903,,3232,symbol
名称不明,寺,33.207075891881736,130.3363332152367,,3232,symbol
名称不明,寺,33.20597174078637,130.3314891457558,,3232,symbol
名称不明,寺,33.20426274775889,130.33269345760348,,3232,symbol
名称不明,寺,33.20398894669446,130.33178821206096,,3232,symbol
名称不明,寺,33.20540282823036,130.3363908827305,,3232,symbol
名称不明,寺,33.306337508094714,130.33945932984355,,3232,symbol
名称不明,寺,33.27513492534601,130.33655449748042,,3232,symbol
名称不明,寺,33.26444227432847,130.339087843895,,3232,symbol
名称不明,寺,33.24949100012571,130.34144550561908,,3232,symbol
名称不明,寺,33.246623140349634,130.33853664994243,,3232,symbol
名称不明,寺,33.21837132045098,130.33940568566325,,3232,symbol
名称不明,寺,33.21170330045281,130.34169763326648,,3232,symbol
名称不明,寺,33.17894262795573,130.33939227461818,,3232,symbol
名称不明,寺,33.18004375253287,130.34022107720378,,3232,symbol
名称不明,寺,33.310643605928604,130.34468695521358,,3232,symbol
名称不明,寺,33.29468464782638,130.34383669495585,,3232,symbol
名称不明,寺,33.23872566510374,130.3423842787743,,3232,symbol
名称不明,寺,33.23728203583463,130.34199804067615,,3232,symbol
名称不明,寺,33.21217679936491,130.34253448247912,,3232,symbol
名称不明,寺,33.21329321438385,130.3437548875809,,3232,symbol
名称不明,寺,33.21298353687128,130.34520462155345,,3232,symbol
名称不明,寺,33.21302729571671,130.345932841301,,3232,symbol
名称不明,寺,33.199420606702425,130.34455686807635,,3232,symbol
名称不明,寺,33.18858513574986,130.34495115280154,,3232,symbol
名称不明,寺,33.27430970025057,130.34874647855762,,3232,symbol
名称不明,寺,33.24881021439915,130.35045638680458,,3232,symbol
名称不明,寺,33.23335932683901,130.35240903496745,,3232,symbol
名称不明,寺,33.23088468783661,130.3516982495785,,3232,symbol
名称不明,寺,33.231758559743476,130.35257264971736,,3232,symbol
名称不明,寺,33.22568839111761,130.3518940508366,,3232,symbol
名称不明,寺,33.21468450562908,130.34756630659103,,3232,symbol
名称不明,寺,33.214108917659416,130.34937277436256,,3232,symbol
名称不明,寺,33.214448885280476,130.35005137324336,,3232,symbol
名称不明,寺,33.213682553759554,130.35266250371936,,3232,symbol
名称不明,寺,33.3016321638086,130.3563331067562,,3232,symbol
名称不明,寺,33.292426978345915,130.354849845171,,3232,symbol
名称不明,寺,33.263060745727536,130.35593345761302,,3232,symbol
名称不明,寺,33.249971023776176,130.35469964146614,,3232,symbol
名称不明,寺,33.25001027793003,130.357196778059,,3232,symbol
名称不明,寺,33.24702018247378,130.35370856523514,,3232,symbol
名称不明,寺,33.24489138750997,130.3531010448933,,3232,symbol
名称不明,寺,33.33014055082386,130.36382719874382,,3232,symbol
名称不明,寺,33.27334879652676,130.3614118695259,,3232,symbol
名称不明,寺,33.25285783937102,130.36226481199265,,3232,symbol
名称不明,寺,33.224115530601715,130.3631392121315,,3232,symbol
名称不明,寺,33.22240128236809,130.36253571510315,,3232,symbol
名称不明,寺,33.2095882325648,130.36285489797592,,3232,symbol
名称不明,寺,33.196987652368215,130.36350667476657,,3232,symbol
名称不明,寺,33.1877624605733,130.35973012447357,,3232,symbol
名称不明,寺,33.33335301536624,130.36395594477654,,3232,symbol
名称不明,寺,33.295242890754395,130.3640216588974,,3232,symbol
名称不明,寺,33.286282548244394,130.36615267395973,,3232,symbol
名称不明,寺,33.24831560398013,130.36813080310822,,3232,symbol
名称不明,寺,33.247418344374545,130.36611512303352,,3232,symbol
名称不明,寺,33.24745087019616,130.36721348762512,,3232,symbol
名称不明,寺,33.247269174072095,130.36792695522308,,3232,symbol
名称不明,寺,33.239957274028555,130.3669372200966,,3232,symbol
名称不明,寺,33.236233230390916,130.36900117993355,,3232,symbol
名称不明,寺,33.22965407292506,130.36520585417747,,3232,symbol
名称不明,寺,33.214039353164935,130.36635115742683,,3232,symbol
名称不明,寺,33.19403614562185,130.36550760269165,,3232,symbol
名称不明,寺,33.19067826490115,130.36898106336594,,3232,symbol
名称不明,寺,33.3088279425054,130.37348985671997,,3232,symbol
名称不明,寺,33.30543524045258,130.37071242928505,,3232,symbol
名称不明,寺,33.30633526644753,130.37199050188065,,3232,symbol
名称不明,寺,33.30695956295777,130.37222385406494,,3232,symbol
名称不明,寺,33.305648198874394,130.37223994731903,,3232,symbol
名称不明,寺,33.30519762307336,130.37360653281212,,3232,symbol
名称不明,寺,33.273157063012924,130.37150636315346,,3232,symbol
名称不明,寺,33.258662584662304,130.37119656801224,,3232,symbol
名称不明,寺,33.23410305098572,130.37027254700658,,3232,symbol
名称不明,寺,33.23410305098575,130.37027254700658,,3232,symbol
名称不明,寺,33.20691992016322,130.37040397524834,,3232,symbol
名称不明,寺,33.206733651415796,130.37236332893372,,3232,symbol
名称不明,寺,33.20645088123443,130.37337183952332,,3232,symbol
名称不明,寺,33.20562276330581,130.37112414836884,,3232,symbol
名称不明,寺,33.2057854700213,130.3728461265564,,3232,symbol
名称不明,寺,33.20412696946922,130.37219032645226,,3232,symbol
名称不明,寺,33.180822725273245,130.3746646642685,,3232,symbol
名称不明,寺,33.329069329475765,130.3797474503517,,3232,symbol
名称不明,寺,33.3105124759481,130.37525743246078,,3232,symbol
名称不明,寺,33.30712320187824,130.37521988153455,,3232,symbol
名称不明,寺,33.27994484573356,130.37530705332756,,3232,symbol
名称不明,寺,33.27932035588926,130.3754049539566,,3232,symbol
名称不明,寺,33.27934053695946,130.37601113319394,,3232,symbol
名称不明,寺,33.20865130286779,130.3800183534622,,3232,symbol
名称不明,寺,33.20641048541966,130.3755310177803,,3232,symbol
名称不明,寺,33.20162681588542,130.37642687559125,,3232,symbol
名称不明,寺,33.199612501977064,130.3789186477661,,3232,symbol
名称不明,寺,33.19316189696118,130.38015916943547,,3232,symbol
名称不明,寺,33.17867772741978,130.3760889172554,,3232,symbol
名称不明,寺,33.17343904257871,130.38010954856873,,3232,symbol
名称不明,寺,33.20063032543761,130.3824631869793,,3232,symbol
名称不明,寺,33.194184284453186,130.38560271263123,,3232,symbol
名称不明,寺,33.170660740027714,130.38267642259598,,3232,symbol
名称不明,寺,33.32542192371786,130.38627997040746,,3232,symbol
名称不明,寺,33.32145722779886,130.38892999291417,,3232,symbol
名称不明,寺,33.28817827607771,130.39000958204267,,3232,symbol
名称不明,寺,33.28255823680853,130.39066001772878,,3232,symbol
名称不明,寺,33.2571284468168,130.38699746131894,,3232,symbol
名称不明,寺,33.259914098214644,130.38966089487076,,3232,symbol
名称不明,寺,33.23514627329228,130.39056479930875,,3232,symbol
名称不明,寺,33.21594338074171,130.38797512650487,,3232,symbol
名称不明,寺,33.21019638994632,130.39074316620824,,3232,symbol
名称不明,寺,33.31488785187399,130.39640128612515,,3232,symbol
名称不明,寺,33.26166798130238,130.39561137557027,,3232,symbol
名称不明,寺,33.22924685560897,130.392410159111,,3232,symbol
名称不明,寺,33.22882954002864,130.39456665515897,,3232,symbol
名称不明,寺,33.19739389759952,130.39428904652593,,3232,symbol
名称不明,寺,33.19739389759955,130.39428904652593,,3232,symbol
名称不明,寺,33.18908681791088,130.39256572723386,,3232,symbol
名称不明,寺,33.188549221033036,130.39425417780873,,3232,symbol
名称不明,寺,33.32915112822308,130.4011112451553,,3232,symbol
名称不明,寺,33.30455762210053,130.39734944701192,,3232,symbol
名称不明,寺,33.30414290792906,130.39709866046903,,3232,symbol
名称不明,寺,33.30361050170987,130.40012553334233,,3232,symbol
名称不明,寺,33.27988318176462,130.39943888783452,,3232,symbol
名称不明,寺,33.271365287368425,130.3981930017471,,3232,symbol
名称不明,寺,33.253581210620304,130.39947777986524,,3232,symbol
名称不明,寺,33.247131219355246,130.4020111262798,,3232,symbol
名称不明,寺,33.2241031899295,130.40113672614095,,3232,symbol
名称不明,寺,33.19371517729432,130.40126949548718,,3232,symbol
名称不明,寺,33.28542715904496,130.40744125843045,,3232,symbol
名称不明,寺,33.23061097006477,130.40359228849408,,3232,symbol
名称不明,寺,33.22495132662251,130.40273398160932,,3232,symbol
名称不明,寺,33.22495132662249,130.40273398160932,,3232,symbol
名称不明,寺,33.207110676903376,130.4026602208614,,3232,symbol
名称不明,寺,33.20096249018038,130.40756195783612,,3232,symbol
名称不明,寺,33.185236025072044,130.40500983595845,,3232,symbol
名称不明,寺,33.18365458078861,130.4071985185146,,3232,symbol
名称不明,寺,33.17047102645975,130.4027125239372,,3232,symbol
名称不明,寺,33.17055858661908,130.40506616234777,,3232,symbol
名称不明,寺,33.17041040783669,130.40577962994573,,3232,symbol
名称不明,寺,33.30807364652286,130.41188433766362,,3232,symbol
名称不明,寺,33.30746841174436,130.41167646646497,,3232,symbol
名称不明,寺,33.26669169703053,130.4127788543701,,3232,symbol
名称不明,寺,33.25469261121213,130.40884941816327,,3232,symbol
名称不明,寺,33.17844313263246,130.40886282920835,,3232,symbol
名称不明,寺,33.17075728050229,130.41089996695516,,3232,symbol
名称不明,寺,33.20384419086761,130.41374579072001,,3232,symbol
名称不明,寺,33.20103543159365,130.4177758097649,,3232,symbol
名称不明,寺,33.18900152092294,130.41836187243464,,3232,symbol
名称不明,寺,33.27667659535353,130.41976198554042,,3232,symbol
名称不明,寺,33.24142441392754,130.42340174317363,,3232,symbol
名称不明,寺,33.28519845592504,130.42490512132647,,3232,symbol
名称不明,寺,33.25863230588649,130.42668074369433,,3232,symbol
名称不明,寺,33.24232622164655,130.42446658015254,,3232,symbol
名称不明,寺,33.19976287575802,130.42613759636882,,3232,symbol
名称不明,寺,33.182362691349915,130.42497888207438,,3232,symbol
名称不明,寺,33.29516218115437,130.43160393834114,,3232,symbol
名称不明,寺,33.294622994271926,130.4312337934971,,3232,symbol
名称不明,寺,33.28271743699676,130.43354049324992,,3232,symbol
名称不明,寺,33.255846613617166,130.4299879074097,,3232,symbol
名称不明,寺,33.23499035160961,130.4320800304413,,3232,symbol
名称不明,寺,33.21331902079377,130.43371215462687,,3232,symbol
名称不明,寺,33.20919887497449,130.43095216155055,,3232,symbol
名称不明,寺,33.33555472330807,130.4380747675896,,3232,symbol
名称不明,寺,33.32525943972488,130.43572247028354,,3232,symbol
名称不明,寺,33.32446270348463,130.43709307909012,,3232,symbol
名称不明,寺,33.296433348681624,130.43956607580188,,3232,symbol
名称不明,寺,33.279250843278376,130.43855756521228,,3232,symbol
名称不明,寺,33.253036159351424,130.43609663844111,,3232,symbol
名称不明,寺,33.24575053860898,130.437245965004,,3232,symbol
名称不明,寺,33.235631984377804,130.43584585189822,,3232,symbol
名称不明,寺,33.198420724519345,130.4385441541672,,3232,symbol
名称不明,寺,33.19511239097389,130.43875202536583,,3232,symbol
名称不明,寺,33.18669061433936,130.43825179338458,,3232,symbol
名称不明,寺,33.17170584113834,130.4362750053406,,3232,symbol
名称不明,寺,33.19287908294602,130.44120222330093,,3232,symbol
名称不明,寺,33.308190209775525,130.44866144657135,,3232,symbol
天建寺,寺,33.2874260436459,130.45080453157425,662.0,100,label
名称不明,寺,33.194528818493346,130.4489202797413,,3232,symbol
名称不明,寺,33.326338551878386,130.4518063366413,,3232,symbol
名称不明,寺,33.328907972817575,130.45721501111984,,3232,symbol
名称不明,寺,33.26485044905143,130.45572638511658,,3232,symbol
名称不明,寺,33.22628521809116,130.45623198151588,,3232,symbol
名称不明,寺,33.21946072991147,130.45183047652245,,3232,symbol
名称不明,寺,33.17737453981822,130.45476078987122,,3232,symbol
名称不明,寺,33.17563917120387,130.45595034956932,,3232,symbol
名称不明,寺,33.173068607326805,130.45581355690956,,3232,symbol
名称不明,寺,33.172010051902106,130.45622393488884,,3232,symbol
名称不明,寺,33.30877862766282,130.45790165662766,,3232,symbol
名称不明,寺,33.30247282279066,130.46193435788155,,3232,symbol
名称不明,寺,33.25111050861225,130.4611766338348,,3232,symbol
名称不明,寺,33.18748860791376,130.46115651726723,,3232,symbol
名称不明,寺,33.17917048667435,130.4598006606102,,3232,symbol
名称不明,寺,33.18291491748967,130.46251103281975,,3232,symbol
名称不明,寺,33.27625277896657,130.4636710882187,,3232,symbol
名称不明,寺,33.246660152827275,130.46647667884824,,3232,symbol
名称不明,寺,33.231696861756696,130.4636724293232,,3232,symbol
名称不明,寺,33.27474698082429,130.47087818384168,,3232,symbol
名称不明,寺,33.271993197911726,130.47358319163322,,3232,symbol
名称不明,寺,33.260431071250295,130.4703779518604,,3232,symbol
名称不明,寺,33.257492919139516,130.4691722989082,,3232,symbol
名称不明,寺,33.33073106156323,130.47580674290654,,3232,symbol
名称不明,寺,33.33201627698407,130.4779779911041,,3232,symbol
名称不明,寺,33.271993197911726,130.4735831916332,,3232,symbol
名称不明,寺,33.198754019849034,130.47544732689855,,3232,symbol
