名称,種別,緯度,経度,ftCode,source_layer
,田,33.28484979462322,130.25034695863727,6311,symbol
,田,33.28572312689874,130.2504797279835,6311,symbol
,田,33.2852163934463,130.2510912716389,6311,symbol
,畑,33.28853028723888,130.25196969509128,6312,symbol
,田,33.287923795787066,130.25122806429866,6311,symbol
,田,33.287782542089566,130.25187447667125,6311,symbol
,田,33.28882960771428,130.25254771113399,6311,symbol
,田,33.28831168174857,130.2530747652054,6311,symbol
,畑,33.28717380330128,130.25311633944514,6312,symbol
,田,33.287665951563866,130.25329738855365,6311,symbol
,畑,33.28666932042475,130.25227010250094,6312,symbol
,田,33.284866611116705,130.25231972336772,6311,symbol
,田,33.28542491686042,130.2528762817383,6311,symbol
,田,33.28509755729925,130.25362730026248,6311,symbol
,田,33.28376792673356,130.25034695863727,6311,symbol
,田,33.282730890520476,130.25019541382792,6311,symbol
,畑,33.28314234311956,130.2509088814259,6312,symbol
,田,33.28140570847583,130.25038048624995,6311,symbol
,田,33.282071665419224,130.25108456611636,6311,symbol
,田,33.280338372945764,130.25036439299586,6311,symbol
,田,33.28099424769023,130.2510912716389,6311,symbol
,田,33.28408632240666,130.2512374520302,6311,symbol
,田,33.283579579450596,130.25155395269397,6311,symbol
,田,33.2843239972928,130.2519911527634,6311,symbol
,田,33.28259523406127,130.25169476866725,6311,symbol
,田,33.28311431507492,130.25227278470996,6311,symbol
,畑,33.284105381265746,130.2525691688061,6312,symbol
,田,33.2837219610651,130.25301039218905,6311,symbol
,田,33.284449561122315,130.2536138892174,6311,symbol
,田,33.28261765663107,130.25303050875667,6311,symbol
,田,33.28298426483001,130.25371447205546,6311,symbol
,田,33.28147409822771,130.25169476866725,6311,symbol
,畑,33.282165840738514,130.25238141417506,6312,symbol
,田,33.28150212679905,130.25252759456637,6311,symbol
,田,33.280474032912544,130.2517564594746,6311,symbol
,田,33.281959551811404,130.25387808680537,6311,symbol
,畑,33.281536882215015,130.2533268928528,6312,symbol
,田,33.28038546155315,130.2530707418919,6311,symbol
,田,33.28085410392807,130.25376141071322,6311,symbol
,田,33.27909275794111,130.25038316845897,6311,symbol
,田,33.27990112037825,130.25110468268397,6311,symbol
,田,33.27830008459289,130.2504073083401,6311,symbol
,田,33.27774509684739,130.25102958083156,6311,symbol
,田,33.279139847220456,130.2517765760422,6311,symbol
,田,33.27974191505333,130.25221779942515,6311,symbol
,田,33.278244025384865,130.2516880631447,6311,symbol
,田,33.27868352861061,130.25242030620578,6311,symbol
,田,33.27984169870644,130.2536326646805,6311,symbol
,田,33.275448867627695,130.25354683399203,6311,symbol
,田,33.27356071202591,130.25036707520488,6311,symbol
,田,33.272421520013154,130.2503871917725,6311,symbol
,田,33.273035967945134,130.25106444954875,6311,symbol
,田,33.2712610089303,130.25057494640353,6311,symbol
,田,33.274899467893945,130.2522969245911,6311,symbol
,田,33.27380962798705,130.25148019194606,6311,symbol
,田,33.27353940837464,130.25215074419978,6311,symbol
,田,33.274305215310264,130.25259330868724,6311,symbol
,田,33.27335328151621,130.2528762817383,6311,symbol
,田,33.27371095868196,130.25369703769687,6311,symbol
,田,33.272016744469255,130.25118514895442,6311,symbol
,田,33.272449551491064,130.25163576006892,6311,symbol
,田,33.271311466254616,130.25174304842952,6311,symbol
,田,33.27268053052627,130.2529661357403,6311,symbol
,田,33.27278144350522,130.2536514401436,6311,symbol
,田,33.2718238867634,130.25254100561145,6311,symbol
,田,33.27097171970804,130.25300368666652,6311,symbol
,田,33.27076988945052,130.25104567408565,6311,symbol
,田,33.270263069191785,130.25039389729503,6311,symbol
,田,33.26993116760541,130.25100946426394,6311,symbol
,田,33.26819987671648,130.25021955370906,6311,symbol
,田,33.26748223312513,130.25018468499186,6311,symbol
,田,33.26769079890177,130.25100544095042,6311,symbol
,田,33.266756734312715,130.25037378072741,6311,symbol
,田,33.27011618046963,130.25174975395205,6311,symbol
,田,33.270697006187326,130.2521923184395,6311,symbol
,田,33.26965981469549,130.25238007307055,6311,symbol
,田,33.26892760614858,130.25193482637408,6311,symbol
,田,33.27019018550558,130.2530170977116,6311,symbol
,田,33.26968784705993,130.2537412941456,6311,symbol
,田,33.268860327873064,130.25380834937098,6311,symbol
,田,33.26788478705337,130.25184094905856,6311,symbol
,田,33.268521693099245,130.25241360068324,6311,symbol
,田,33.266647965037706,130.25158479809764,6311,symbol
,畑,33.267525964700226,130.25255307555202,6312,symbol
,田,33.267987948207036,130.25378555059436,6311,symbol
,田,33.2668767167579,130.25324776768687,6311,symbol
,田,33.26656386498995,130.25362327694896,6311,symbol
,田,33.264925579905196,130.25041535496715,6311,symbol
,田,33.26463963377334,130.25104567408565,6311,symbol
,田,33.263279414453585,130.25103226304057,6311,symbol
,田,33.26276133689167,130.25053605437282,6311,symbol
,田,33.26234418129688,130.2510926127434,6311,symbol
,畑,33.265848450642345,130.25243774056437,6312,symbol
,田,33.26497043411546,130.25172963738444,6311,symbol
,田,33.26460935706927,130.2524940669537,6311,symbol
,田,33.26466654639036,130.25336712598804,6311,symbol
,田,33.264035219064944,130.25324508547786,6311,symbol
,田,33.26280619221333,130.2517028152943,6311,symbol
,田,33.26380870264222,130.25190532207492,6311,symbol
,田,33.26341510092631,130.2524404227734,6311,symbol
,田,33.26169040924684,130.25174304842952,6311,symbol
,田,33.26232175352028,130.25237336754802,6311,symbol
,田,33.26282861986553,130.25320485234263,6311,symbol
,田,33.26343752842216,130.25378286838534,6311,symbol
,田,33.26241146459208,130.25376945734027,6311,symbol
,田,33.26182609818791,130.253271907568,6311,symbol
,田,33.26169040924681,130.25174304842952,6311,symbol
,田,33.2612934337791,130.25104165077212,6311,symbol
,田,33.26059704025288,130.2506567537785,6311,symbol
,田,33.25942403635186,130.25093838572505,6311,symbol
,田,33.25881509981798,130.2501739561558,6311,symbol
,田,33.258341853392686,130.2509652078152,6311,symbol
,田,33.25758151372054,130.25036841630939,6311,symbol
,田,33.257263021389925,130.25097593665126,6311,symbol
,田,33.26060825436331,130.25172963738444,6311,symbol
,田,33.26156144848763,130.2525141835213,6311,symbol
,田,33.259909612535,130.25172963738444,6311,symbol
,田,33.25953281462287,130.25237739086154,6311,symbol
,田,33.26059704025288,130.25282934308055,6311,symbol
,田,33.2615064999324,130.2538807690144,6311,symbol
,田,33.260585826141025,130.25379627943042,6311,symbol
,田,33.25993204093089,130.25286957621577,6311,symbol
,畑,33.259782891989964,130.25368764996531,6312,symbol
,畑,33.258944064631535,130.25169342756274,6312,symbol
,田,33.25835418923254,130.25234654545787,6311,symbol
,田,33.25750525509921,130.25231167674067,6311,symbol
,田,33.25900462195658,130.25287896394732,6311,symbol
,田,33.257856268495445,130.2529084682465,6311,symbol
,田,33.25706228090898,130.25274485349658,6311,symbol
,田,33.25664509809898,130.25036171078685,6311,symbol
,田,33.2559946478081,130.25029197335246,6311,symbol
,田,33.256368096584346,130.25114089250567,6311,symbol
,田,33.25437298685941,130.25039255619052,6311,symbol
,田,33.25274568825354,130.2503348886967,6311,symbol
,田,33.25359691163528,130.25053605437282,6311,symbol
,田,33.25671911454933,130.25162100791934,6311,symbol
,田,33.25601595573916,130.25240018963817,6311,symbol
,田,33.2555617592411,130.25153785943988,6311,symbol
,田,33.25625146410491,130.25308549404147,6311,symbol
,田,33.25626940757343,130.25350794196132,6311,symbol
,田,33.25529933352157,130.2530734241009,6311,symbol
,田,33.255219708467884,130.25378286838534,6311,symbol
,田,33.254436911823504,130.25243371725085,6311,symbol
,田,33.2535486870803,130.25120660662654,6311,symbol
,田,33.25285896088147,130.25144129991534,6311,symbol
,田,33.25430121140542,130.25387272238734,6311,symbol
,田,33.25357896761793,130.25258928537372,6311,symbol
,田,33.252848867286914,130.2527099847794,6311,symbol
,田,33.25287466202623,130.25364339351657,6311,symbol
,田,33.24836831769548,130.25000229477885,6311,symbol
,田,33.24888984529343,130.2504797279835,6311,symbol
,田,33.248449070559424,130.25103226304057,6311,symbol
,田,33.249293606457655,130.2523908019066,6311,symbol
,畑,33.24891564120138,130.25169476866725,6312,symbol
,田,33.24795109337634,130.25178596377376,6311,symbol
,田,33.248377290239596,130.25240287184718,6311,symbol
,田,33.24889545310014,130.2531069517136,6311,symbol
,田,33.24795109337634,130.25312304496768,6311,symbol
,田,33.24784678698533,130.25054007768634,6311,symbol
,田,33.24940464045079,130.25397732853892,6311,symbol
,田,33.25182043604215,130.25058031082156,6311,symbol
,田,33.2507448881282,130.25056019425395,6311,symbol
,田,33.25004280278702,130.25014445185664,6311,symbol
,田,33.252142312771205,130.25174707174304,6311,symbol
,田,33.25173071409451,130.25241628289226,6311,symbol
,田,33.251173314431036,130.2517403662205,6311,symbol
,田,33.2507269435252,130.25242969393733,6311,symbol
,田,33.251773332031135,130.2537734806538,6311,symbol
,田,33.251132939266995,130.25309354066852,6311,symbol
,田,33.250815544966756,130.25378555059436,6311,symbol
,田,33.25011346019324,130.25169342756274,6311,symbol
,田,33.2500282226802,130.25312036275866,6311,symbol
,田,33.247459842834466,130.25019943714145,6311,symbol
,田,33.24566529684076,130.2503174543381,6311,symbol
,田,33.24635507981651,130.2508914470673,6311,symbol
,田,33.2451650605782,130.25102555751803,6311,symbol
,田,33.24444722775578,130.25063529610637,6311,symbol
,田,33.243584698957825,130.25009751319888,6311,symbol
,田,33.243602645027316,130.2510362863541,6311,symbol
,田,33.24674539362524,130.25250747799876,6311,symbol
,田,33.24641003790076,130.25174707174304,6311,symbol
,田,33.245769605835214,130.251472145319,6311,symbol
,田,33.24720187911546,130.2531243860722,6311,symbol
,田,33.24691138862482,130.25371178984645,6311,symbol
,田,33.246473968689976,130.25315389037135,6311,symbol
,田,33.24584363149773,130.25263354182246,6311,symbol
,田,33.24588961710498,130.2537560462952,6311,symbol
,田,33.244485362772735,130.25156334042552,6311,symbol
,田,33.24521665458521,130.25190532207492,6311,symbol
,田,33.24374397019582,130.251921415329,6311,symbol
,田,33.2445156464508,130.25269791483882,6311,symbol
,田,33.244871198479196,130.25338187813762,6311,symbol
,田,33.24372041601693,130.25299295783046,6311,symbol
,田,33.2437563080965,130.25399610400203,6311,symbol
,田,33.24191121178713,130.2524940669537,6311,symbol
,田,33.24158481075677,130.25316730141643,6311,symbol
,田,33.24010309178714,130.25394782423976,6311,symbol
,田,33.236684162187586,130.25041937828067,6311,symbol
,田,33.237229315433474,130.251107364893,6311,symbol
,田,33.235339211967954,130.25039255619052,6311,symbol
,田,33.23599318117254,130.2510564029217,6311,symbol
,田,33.23421746952379,130.2503871917725,6311,symbol
,田,33.234815360037494,130.25101616978648,6311,symbol
,田,33.237989832184375,130.25189459323886,6311,symbol
,田,33.237332512784654,130.25243103504184,6311,symbol
,田,33.236773899581095,130.25187849998477,6311,symbol
,田,33.23822314573176,130.25354817509654,6311,symbol
,田,33.236500200242936,130.25303989648822,6311,symbol
,田,33.23700833808708,130.25361925363543,6311,symbol
,田,33.2353672553447,130.25172695517543,6311,symbol
,田,33.235925877535074,130.2522633969784,6311,symbol
,田,33.234211860775424,130.25178730487826,6311,symbol
,田,33.23484340358222,130.25243774056437,6311,symbol
,田,33.235402029119335,130.25304526090625,6311,symbol
,田,33.236071702017426,130.25364339351657,6311,symbol
,田,33.23425112200649,130.25302648544314,6311,symbol
,田,33.2348568644805,130.25360986590388,6311,symbol
,田,33.233637523037125,130.25102287530902,6311,symbol
,田,33.23253819418966,130.25099605321887,6311,symbol
,田,33.2319503841152,130.25105908513072,6311,symbol
,田,33.23314170500256,130.25180071592334,6311,symbol
,田,33.23371604599739,130.2524042129517,6311,symbol
,田,33.23260550043462,130.2523908019066,6311,symbol
,田,33.23200310769921,130.2522245049477,6311,symbol
,畑,33.23305645093962,130.25306001305583,6312,symbol
,田,33.23374408989471,130.25364339351657,6311,symbol
,田,33.232027786812736,130.25306805968287,6311,symbol
,田,33.23252922001975,130.25363937020305,6311,symbol
,田,33.2311864494693,130.25126829743388,6311,symbol
,田,33.231018181029306,130.25228887796405,6311,symbol
,田,33.230339495035004,130.25142520666125,6311,symbol
,田,33.23033500783734,130.2523505687714,6311,symbol
,田,33.231179718737906,130.25308415293696,6311,symbol
,田,33.23036193101983,130.25374397635463,6311,symbol
,田,33.22941512745704,130.25246456265452,6311,symbol
,田,33.22945102540941,130.25356158614161,6311,symbol
,田,33.22713782098922,130.25084316730502,6311,symbol
,田,33.226371600605255,130.25083646178248,6311,symbol
,畑,33.225907153357,130.25043681263926,6312,symbol
,田,33.22941512745706,130.25246456265452,6311,symbol
,田,33.22668235258032,130.251472145319,6311,symbol
,田,33.2263491635968,130.25227680802348,6311,symbol
,田,33.22588695994246,130.25147348642352,6311,symbol
,田,33.22590939706946,130.25266572833064,6311,symbol
,田,33.22409982429132,130.2500854432583,6311,symbol
,田,33.22408299609848,130.2509839832783,6311,symbol
,田,33.22281526293045,130.2504274249077,6311,symbol
,田,33.22141175991573,130.25005191564563,6311,symbol
,田,33.22067914707993,130.25016590952876,6311,symbol
,田,33.22133210399347,130.2539183199406,6311,symbol
,田,33.217116968144374,130.25018602609637,6311,symbol
,田,33.22020569417381,130.2537050843239,6311,symbol
,田,33.219124147592105,130.25379896163943,6311,symbol
,田,33.21790009897411,130.25372520089152,6311,symbol
,田,33.21617563112325,130.25304794311526,6311,symbol
,田,33.21675681536694,130.25371178984645,6311,symbol
,田,33.21589962335446,130.25374531745913,6311,symbol
,田,33.21231480922915,130.2510577440262,6311,symbol
,田,33.21163822220302,130.25036036968234,6311,symbol
,田,33.213494055373225,130.25127768516543,6311,symbol
,田,33.214479179360836,130.25233849883082,6311,symbol
,田,33.21342561240626,130.25239214301112,6311,symbol
,田,33.21505364289972,130.25302782654765,6311,symbol
,田,33.21400569290583,130.2528937160969,6311,symbol
,田,33.21432097682555,130.25373190641406,6311,symbol
,田,33.21343683256845,130.2537587285042,6311,symbol
,田,33.21283318579971,130.2517014741898,6311,symbol
,田,33.21231480922915,130.2523720264435,6311,symbol
,田,33.21172237510305,130.2517014741898,6311,symbol
,田,33.21298241484932,130.25315657258037,6311,symbol
,田,33.212275538151715,130.2537587285042,6311,symbol
,田,33.21111983855445,130.25257989764216,6311,symbol
,田,33.21163822220302,130.25310158729556,6311,symbol
,田,33.211193893549385,130.2537587285042,6311,symbol
,田,33.21069121598931,130.2503536641598,6311,symbol
,田,33.20947939214481,130.2503335475922,6311,symbol
,田,33.20993607217482,130.2510711550713,6311,symbol
,田,33.210590231309794,130.2517215907574,6311,symbol
,田,33.210151507627145,130.25251150131228,6311,symbol
,田,33.209578133974816,130.25170817971232,6311,symbol
,田,33.208914990682864,130.2511797845364,6311,symbol
,田,33.209007000712226,130.25229021906856,6311,symbol
,田,33.21052290812538,130.25324240326884,6311,symbol
,田,33.209578133974816,130.25313377380374,6311,symbol
,田,33.191865658558825,130.25376543402675,6311,symbol
,田,33.19144255321304,130.25306269526484,6311,symbol
,田,33.19082865402406,130.25255307555202,6311,symbol
,田,33.1906378618092,130.253721177578,6311,symbol
,田,33.19031575871516,130.25306269526484,6311,symbol
,田,33.18922037486994,130.25345832109454,6311,symbol
,田,33.189847753154055,130.25400146842006,6311,symbol
,果樹園,33.326143573101504,130.25792554020884,6314,symbol
,果樹園,33.32692460615028,130.25912046432498,6314,symbol
,果樹園,33.32640578583824,130.25871410965922,6314,symbol
,果樹園,33.32601246643724,130.25914728641513,6314,symbol
,果樹園,33.32565164194956,130.25584012269977,6314,symbol
,果樹園,33.32158161755111,130.25509580969813,6314,symbol
,果樹園,33.32148188163774,130.25644361972812,6314,symbol
,果樹園,33.32524487217968,130.25713831186297,6314,symbol
,果樹園,33.32553846377452,130.25740250945094,6314,symbol
,果樹園,33.324117560911105,130.25709271430972,6314,symbol
,果樹園,33.32453330066081,130.25789603590968,6314,symbol
,果樹園,33.3236995779773,130.25790944695476,6314,symbol
,果樹園,33.32546002336891,130.2585102617741,6314,symbol
,果樹園,33.32515522569406,130.2589970827103,6314,symbol
,果樹園,33.32388447684141,130.25859475135806,6314,symbol
,果樹園,33.32458372718021,130.25875836610797,6314,symbol
,果樹園,33.32321099484851,130.2569800615311,6314,symbol
,果樹園,33.32281317858058,130.25765463709834,6314,symbol
,果樹園,33.32174186715042,130.2573595941067,6314,symbol
,果樹園,33.3231639293566,130.25808647274974,6314,symbol
,果樹園,33.32262603621521,130.25906682014468,6314,symbol
,果樹園,33.32231450491929,130.25817498564723,6314,symbol
,果樹園,33.321764279658325,130.2584418654442,6314,symbol
,果樹園,33.31992979681705,130.25444537401202,6314,symbol
,果樹園,33.321017940046005,130.25575295090678,6314,symbol
,果樹園,33.32042624283837,130.25634303689006,6314,symbol
,果樹園,33.31991298708285,130.2557395398617,6314,symbol
,果樹園,33.319322403030505,130.25632292032245,6314,symbol
,果樹園,33.31884388132844,130.25416642427447,6314,symbol
,果樹園,33.3176817462576,130.2543716132641,6314,symbol
,畑,33.31756743705301,130.25489732623103,6312,symbol
,果樹園,33.31863319646742,130.25529429316524,6314,symbol
,果樹園,33.31817148105491,130.2562625706196,6314,symbol
,果樹園,33.31725924972508,130.2555558085442,6314,symbol
,畑,33.31703623348826,130.2562974393368,6312,symbol
,果樹園,33.32094397811471,130.25693848729136,6314,symbol
,畑,33.32103026702842,130.25779411196712,6312,symbol
,果樹園,33.31991971097692,130.257140994072,6314,symbol
,果樹園,33.32006539522096,130.2579872310162,6314,symbol
,果樹園,33.31920585466123,130.25761708617213,6314,symbol
,果樹園,33.32033659139589,130.25887906551364,6314,symbol
,田,33.32039038227245,130.2593390643597,6311,symbol
,果樹園,33.31988497085199,130.2592344582081,6314,symbol
,果樹園,33.319175596886026,130.2592881023884,6314,symbol
,果樹園,33.31880914077472,130.25706723332408,6314,symbol
,果樹園,33.317655970665726,130.25712221860888,6314,symbol
,田,33.317091147086956,130.25761708617213,6311,symbol
,果樹園,33.318989567370714,130.25835603475574,6314,symbol
,果樹園,33.31820173917867,130.25891795754436,6314,symbol
,果樹園,33.317748986896156,130.258404314518,6314,symbol
,果樹園,33.31709899188395,130.25894343853,6314,symbol
,果樹園,33.317782607196,130.25943562388423,6314,symbol
,果樹園,33.316672009764055,130.2594664692879,6314,symbol
,畑,33.31576648695624,130.2550515532494,6312,symbol
,畑,33.31535518821794,130.25455534458163,6312,symbol
,果樹園,33.314663708853665,130.25520175695422,6314,symbol
,果樹園,33.314372322065616,130.2541530132294,6314,symbol
,果樹園,33.31258027190574,130.25408461689952,6314,symbol
,果樹園,33.313065552415296,130.2546934783459,6314,symbol
,果樹園,33.312518631001005,130.25513604283336,6314,symbol
,果樹園,33.31316641869485,130.25575965642932,6314,symbol
,田,33.3165207163851,130.25720268487933,6311,symbol
,田,33.31578778029858,130.25759696960452,6311,symbol
,果樹園,33.31638511246675,130.25863498449328,6314,symbol
,果樹園,33.31483517831602,130.25911375880244,6314,symbol
,果樹園,33.3143969779085,130.25722011923793,6314,symbol
,果樹園,33.31375592372781,130.25669574737552,6314,symbol
,果樹園,33.313390565564895,130.25731533765796,6314,symbol
,果樹園,33.31414369482696,130.2579000592232,6314,symbol
,田,33.31242672993487,130.25693312287333,6311,symbol
,田,33.31232698354613,130.25778070092204,6311,symbol
,果樹園,33.31436335630285,130.25867655873301,6314,symbol
,果樹園,33.313521691216685,130.25836274027827,6314,symbol
,田,33.313447722924536,130.259123146534,6311,symbol
,田,33.31302072292026,130.25841638445857,6311,symbol
,田,33.31264863722182,130.2590721845627,6311,symbol
,果樹園,33.31667200976408,130.2594664692879,6314,symbol
,田,33.31171057074688,130.25402158498767,6311,symbol
,田,33.31201653619014,130.2545499801636,6311,symbol
,果樹園,33.31165677451399,130.25475919246676,6314,symbol
,畑,33.31101345865723,130.25491476058963,6312,symbol
,果樹園,33.310261423127486,130.25543510913852,6314,symbol
,果樹園,33.310417210453956,130.25623038411143,6314,symbol
,田,33.30848834200135,130.25423750281337,6311,symbol
,畑,33.30794139187438,130.25578111410144,6312,symbol
,田,33.312065849201396,130.2586001157761,6311,symbol
,田,33.31124097334421,130.25906011462214,6311,symbol
,田,33.31076016574572,130.25849014520648,6311,symbol
,田,33.31028047626868,130.2593564987183,6311,symbol
,畑,33.309660686658084,130.25785312056544,6312,symbol
,畑,33.308912001831914,130.25785312056544,6312,symbol
,畑,33.30813080736816,130.25791078805926,6312,symbol
,田,33.30975483219916,130.25857463479045,6311,symbol
,田,33.30901623528422,130.25925993919375,6311,symbol
,田,33.307958203917096,130.2586725354195,6311,symbol
,果樹園,33.30662219681697,130.25620222091678,6314,symbol
,果樹園,33.30611558474531,130.255972892046,6314,symbol
,田,33.303945637793184,130.2544252574444,6311,symbol
,田,33.30500035532329,130.25548338890079,6311,symbol
,畑,33.305223402348645,130.25606676936152,6312,symbol
,田,33.30348720717455,130.25535464286807,6311,symbol
,田,33.30347824029246,130.25641143321994,6311,symbol
,畑,33.30684299806001,130.25707527995112,6312,symbol
,田,33.30620412998778,130.25756746530536,6311,symbol
,果樹園,33.30649778571802,130.25809317827228,6314,symbol
,田,33.30670962072627,130.25923848152163,6311,symbol
,田,33.305642594712054,130.25911375880244,6311,symbol
,田,33.30445114162306,130.2574320137501,6311,symbol
,田,33.30397365914652,130.25702163577083,6311,symbol
,田,33.303450218779965,130.25773242115977,6311,symbol
,田,33.30471229877306,130.2582956850529,6311,symbol
,田,33.30422024666739,130.25935381650928,6311,symbol
,田,33.3040028013444,130.25836274027827,6311,symbol
,田,33.30329778159434,130.25889918208125,6311,symbol
